id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
bestemme-banefart-i-punkt,ferdighet,Parameterframstilling og kinematikk,Bestemme banefarten til et objekt på et gitt eller bestemt tidspunkt,"Eleven kan derivere en tidsavhengig parameterframstilling for å finne fartsvektoren, og regne ut banefarten (lengden av fartsvektoren) på et oppgitt tidspunkt, eventuelt etter først å ha bestemt tidspunktet selv (f.eks. når objektet lander, det vil si når en bestemt koordinat blir null).",fartsvektor-og-banefart-begrep;bestemme-posisjon-i-rommet,del2,"Gi eleven en tidsavhengig parameterframstilling for et objekt i bevegelse, og be dem bestemme banefarten på et oppgitt tidspunkt, eller på det tidspunktet objektet når en bestemt tilstand (f.eks. lander på bakken)."
lose-likning-for-banefart,ferdighet,Parameterframstilling og kinematikk,Bestemme tidspunktet der banefarten har en gitt verdi,"Eleven kan sette opp uttrykket for banefarten som funksjon av tid, og løse likningen som oppstår når banefarten skal være lik en gitt verdi, for å finne tidspunktet eller tidspunktene dette skjer.",bestemme-banefart-i-punkt,del2,"Gi eleven en tidsavhengig parameterframstilling og en oppgitt banefart, og be dem bestemme på hvilket eller hvilke tidspunkt objektet har akkurat denne banefarten."
bestemme-ekstremverdi-av-komponentfunksjon,ferdighet,Parameterframstilling og kinematikk,Bestemme når en koordinat til et bevegelig objekt er størst eller minst,"Eleven kan bestemme når én av koordinatene til et objekt med en tidsavhengig parameterframstilling er størst eller minst (f.eks. når objektet er på sitt dypeste eller høyeste), ved å derivere denne komponentfunksjonen eller bruke egenskaper ved et andregradsuttrykk.",bestemme-posisjon-i-rommet,del2,"Gi eleven en tidsavhengig parameterframstilling der én koordinat er en andregradsfunksjon av tiden, og be dem bestemme når denne koordinaten er størst eller minst, og hva denne ekstremverdien er."
undersoke-motepunkt-mellom-bevegelige-objekter,ferdighet,Parameterframstilling og kinematikk,Undersøke om og når to bevegelige objekter møtes eller kolliderer,"Eleven kan, gitt tidsavhengige parameterframstillinger for to objekter (eventuelt med en utstrekning, som en kuleform eller en boksform), undersøke om avstanden mellom dem noen gang blir liten nok til at objektene møtes eller kolliderer, ved å sette opp og minimere avstandsfunksjonen mellom dem.",bestemme-posisjon-i-rommet,del2,"Gi eleven tidsavhengige parameterframstillinger for to objekter i bevegelse, samt informasjon om objektenes utstrekning (f.eks. radius og lengde/bredde/høyde), og be dem vurdere om objektene kommer til å kollidere."
konstruere-bevegelse-fra-fart-og-retning,ferdighet,Parameterframstilling og kinematikk,"Bestemme om et objekt med kjent startpunkt, retning og konstant fart når et gitt punkt til rett tid","Eleven kan, gitt et objekts startposisjon, et punkt det beveger seg rettlinjet gjennom, og en konstant banefart, regne ut hvor lang tid objektet bruker på å nå dette punktet, og bruke dette til å avgjøre om objektet møter et annet, bevegelig objekt som er på samme sted til et bestemt tidspunkt.",fartsvektor-og-banefart-begrep;undersoke-motepunkt-mellom-bevegelige-objekter,del2,"Gi eleven startposisjonen, et punkt objektet beveger seg rettlinjet gjennom, og en konstant banefart for objektet, sammen med informasjon om et annet objekt som befinner seg på det samme punktet på et bestemt tidspunkt, og be dem avgjøre om de to objektene møtes."
akselerasjonsvektor-begrep,begrep,Parameterframstilling og kinematikk,Akselerasjonsvektor,"Eleven vet at akselerasjonsvektoren til et objekt i bevegelse er den deriverte av fartsvektoren (den dobbeltderiverte av posisjonsvektoren) med hensyn på tid, og at lengden av akselerasjonsvektoren gir hvor raskt farten og retningen endrer seg.",fartsvektor-og-banefart-begrep,del2,
bestemme-akselerasjon-i-punkt,ferdighet,Parameterframstilling og kinematikk,Bestemme akselerasjonsvektoren til et objekt på et gitt tidspunkt,"Eleven kan derivere fartsvektoren til et objekt for å finne akselerasjonsvektoren, regne ut denne på et oppgitt tidspunkt, og tolke lengden og retningen til vektoren.",akselerasjonsvektor-begrep,del2,"Gi eleven en tidsavhengig parameterframstilling for et objekt i bevegelse og et gitt tidspunkt, og be dem bestemme akselerasjonsvektoren på dette tidspunktet, samt lengden av den."
bevis-ved-induksjon-begrep,begrep,Matematiske bevis,Bevis ved induksjon,"Eleven vet at et induksjonsbevis består av et basissteg (der påstanden vises for det minste tilfellet) og et induksjonssteg (der man antar at påstanden er sann for n=k, og viser at den da også er sann for n=k+1), og at dette til sammen viser at påstanden er sann for alle relevante n.",,del1,
gjennomfore-induksjonsbevis,ferdighet,Matematiske bevis,Gjennomføre et induksjonsbevis for en gitt summeformel,"Eleven kan gjennomføre et fullstendig induksjonsbevis for en gitt formel for summen av en rekke, med et korrekt basissteg og et induksjonssteg der induksjonsantagelsen brukes eksplisitt.",bevis-ved-induksjon-begrep,del1,"Gi eleven en formel for summen av en rekke (f.eks. 1+4+4²+...+4^n=(4^(n+1)-1)/3 for n≥0), og be dem bevise formelen ved induksjon."
vurdere-gyldighet-av-bevis,ferdighet,Matematiske bevis,Forklare hvorfor et eksempelbasert argument ikke er et gyldig matematisk bevis,"Eleven kan forklare hvorfor det å vise at en påstand stemmer for ett bestemt, selvvalgt talleksempel ikke er et gyldig bevis for at påstanden gjelder generelt, og peke på hva som mangler sammenlignet med et generelt bevis.",,del1,"Vis eleven et «bevis» for en generell matematisk påstand som i realiteten bare sjekker påstanden for ett bestemt talleksempel, og be dem forklare hvorfor dette ikke er et gyldig bevis."
bevise-pastand-med-vektorregning,ferdighet,Matematiske bevis,Bevise en generell påstand om vektorer ved hjelp av vektorregning,"Eleven kan gi et generelt, gyldig bevis for en påstand om vektorer (f.eks. at |p+q|²=|p|²+|q|² når p og q er ortogonale), ved å regne med vilkårlige vektorer og bruke egenskaper ved skalarproduktet, i stedet for å sjekke ett bestemt talleksempel.",vurdere-gyldighet-av-bevis;skalarprodukt-og-kryssprodukt-begrep,del1,"Gi eleven en generell påstand om vektorer (f.eks. sammenhengen mellom |p+q|² og |p|²+|q|² når vektorene er ortogonale), og be dem bevise påstanden generelt ved hjelp av vektorregning (f.eks. ved å skrive |p+q|² som (p+q)·(p+q))."
bestemme-kvotient-fra-sum-og-forsteledd,ferdighet,Rekker,Bestemme kvotienten i en geometrisk rekke fra summen og første ledd,"Eleven kan, når summen og det første leddet i en konvergent uendelig geometrisk rekke er oppgitt, bestemme kvotienten k ved å løse likningen S=a_1/(1-k) med hensyn på k.",geometrisk-rekke-begrep,del1,"Gi eleven summen og det første leddet i en konvergent uendelig geometrisk rekke, og be dem bestemme kvotienten."
periodisk-desimaltall-til-brok-med-geometrisk-rekke,ferdighet,Rekker,Skrive et periodisk desimaltall som en brøk ved hjelp av en geometrisk rekke,"Eleven kan vise at et periodisk desimaltall kan skrives som en uendelig geometrisk rekke, og bruke summeformelen til å uttrykke tallet som en eksakt brøk.",geometrisk-rekke-begrep,del1,"Gi eleven et periodisk desimaltall (f.eks. 0,75757575…), og be dem vise at det kan skrives som en uendelig geometrisk rekke og bruke dette til å finne tallet som en brøk."
vurdere-pastand-om-sum-av-geometrisk-rekke,ferdighet,Rekker,Vurdere en påstand om summen av en konvergent geometrisk rekke,"Eleven kan vurdere en påstand om summen av en uendelig geometrisk rekke der kvotienten avhenger av en variabel, ved først å sjekke at den oppgitte verdien faktisk gir en konvergent rekke, og deretter regne ut den faktiske summen og sammenligne med påstanden.",geometrisk-rekke-begrep;bestemme-konvergensomrade-geometrisk-rekke,del2,"Gi eleven en uendelig geometrisk rekke der kvotienten er uttrykt ved en variabel x, en påstått verdi for x og en påstått sum, og be dem avgjøre om påstanden er sann eller usann."
utlede-rekkesum-ved-a-integrere-geometrisk-rekke-ledd-for-ledd,ferdighet,Rekker,Utlede en rekkesum ved å integrere en geometrisk rekke ledd for ledd,"Eleven kan bruke en oppgitt sammenheng mellom en uendelig geometrisk rekke og integralet av 1/(1-x), der begge sider integreres ledd for ledd, til å utlede en eksakt sum for en gitt tallrekke (f.eks. en rekke som gir ln 2).",geometrisk-rekke-begrep;antiderivert-begrep,del2,"Gi eleven sammenhengen mellom en uendelig geometrisk rekke og integralet av 1/(1-x), og be dem bruke denne til å utlede en oppgitt rekkesum ved å integrere begge sider ledd for ledd."
annuitet-begrep,begrep,Renter og annuiteter,Annuitet,"Eleven vet at en annuitet er en serie like store, periodiske innbetalinger eller nedbetalinger med fast rente, og at både oppspart beløp ved sparing og nedbetaling av lån kan modelleres med formler som bygger på summen av en geometrisk rekke.",geometrisk-rekke-begrep,del2,
beregne-arlig-sparebelop-for-sparemal,ferdighet,Renter og annuiteter,Beregne hvor stort et årlig sparebeløp må være for å nå et sparemål,"Eleven kan, gitt et sparemål, en årlig rentesats og et antall år med faste årlige innskudd, bestemme hvor stort hvert innskudd må være for at kontoen skal nå sparemålet etter siste rentetillegg, ved å sette opp og løse likningen for den tilhørende annuitetssummen.",annuitet-begrep,del2,"Gi eleven et sparemål, en forventet årlig rentesats og et antall år med faste årlige innskudd, og be dem bestemme hvor stort det årlige innskuddet må være for å nå målet."
bestemme-rentesats-fra-nedbetalingsplan,ferdighet,Renter og annuiteter,Bestemme en ukjent rentesats fra en oppgitt nedbetalingsplan for et lån,"Eleven kan, gitt lånebeløpet, et fast årlig terminbeløp og antall terminer det tar å betale ned lånet, bestemme (for eksempel ved hjelp av kalkulator eller graftegner) hvilken årlig rentesats som er lagt til grunn for nedbetalingsplanen.",annuitet-begrep,del2,"Gi eleven et lånebeløp, et fast årlig terminbeløp og antall terminer til lånet er nedbetalt, og be dem bestemme hvilken årlig rentesats som må ligge til grunn."
tolke-kode-for-tallfolge,ferdighet,Rekursjon og programmering,Beskrive mønsteret i og spore en kode som genererer en tallfølge,"Eleven kan, ut fra et gitt program (en løkke som bygger opp en tallfølge iterativt, f.eks. med a=a+(i+2)), beskrive mønsteret i tallfølgen som genereres, og spore koden for hånd for å bestemme hvilke verdier som blir skrevet ut når koden kjøres.",rekursiv-folge-begrep,del1,"Vis eleven et kort program (en for- eller while-løkke) som bygger opp en tallfølge iterativt, og be dem beskrive mønsteret i følgen og spore koden for hånd for å finne verdiene som blir skrevet ut."
tolke-kode-for-sum-av-tallfolge,ferdighet,Rekursjon og programmering,Tolke og spore kode som regner ut summen av leddene i en tallfølge,"Eleven kan, ut fra et gitt program der en akkumulatorvariabel legger sammen leddene i en tallfølge underveis i en løkke (eventuelt med en stoppbetingelse basert på summen, som i en while-løkke), forklare hva koden beregner og spore koden for hånd for å finne den utskrevne verdien.",tolke-kode-for-tallfolge,del1,"Vis eleven et program der en variabel akkumulerer summen av leddene i en tallfølge, eventuelt med en stoppbetingelse basert på summens størrelse, og be dem forklare hva koden prøver å finne ut og spore koden for å bestemme den utskrevne verdien."
bestemme-rekursiv-formel-fra-tallfolge,ferdighet,Rekursjon og programmering,Bestemme en rekursiv formel fra de første leddene i en tallfølge,"Eleven kan, gitt de første leddene i en tallfølge, undersøke mønsteret i differansen mellom påfølgende ledd og bruke dette til å sette opp en rekursiv formel for følgen.",rekursiv-folge-begrep,del2,"Gi eleven de første leddene i en tallfølge (f.eks. 1, 2, 6, 15, 31, 56, …), og be dem finne mønsteret i differansen mellom leddene og sette opp en rekursiv formel."
programmere-sum-av-rekursivt-definert-folge,ferdighet,Rekursjon og programmering,Skrive et program som regner ut summen av leddene i en rekursivt definert følge,"Eleven kan, ut fra en rekursiv formel for en tallfølge, skrive et program som regner ut og skriver ut summen av et gitt antall ledd i følgen.",rekursiv-folge-begrep;bestemme-rekursiv-formel-fra-tallfolge,del2,"Gi eleven en rekursiv formel for en tallfølge, og be dem lage et program som regner ut summen av de n første leddene, med bilde av både kode og resultat."
periodisk-funksjon-parametre-begrep,begrep,Trigonometri: funksjoner og identiteter,"Amplitude, likevektslinje, periode og faseforskyvning","Eleven vet at en funksjon på formen A·sin(cx+φ)+d (eller tilsvarende med cos) har amplitude |A|, likevektslinje y=d, periode 2π/|c|, og at φ gir en horisontal forskyvning (faseforskyvning) av grafen.",radianer-begrep,del1,
bestemme-parametre-fra-trigonometrisk-formel,ferdighet,Trigonometri: funksjoner og identiteter,"Bestemme amplitude, likevektslinje, periode og faseforskyvning fra et funksjonsuttrykk","Eleven kan, gitt et funksjonsuttrykk på formen A·sin(cx+φ)+d, lese av og bestemme amplitude, likevektslinje, periode og faseforskyvning direkte fra uttrykket.",periodisk-funksjon-parametre-begrep,del1,"Gi eleven et funksjonsuttrykk på formen A·sin(cx+φ)+d, og be dem bestemme amplituden, likevektslinja, perioden og faseforskyvinga."
amplitude-fase-omskriving-begrep,begrep,Trigonometri: funksjoner og identiteter,Omskriving av a·sinθ+b·cosθ til amplitude-fase-form,"Eleven vet at et uttrykk a·sin(θ)+b·cos(θ) kan skrives om til formen R·sin(θ+φ), der R=√(a²+b²), og at denne omskrivingen gjør det mulig å lese av amplitude og løse likninger som ikke lar seg forenkle ved å dele på cos.",periodisk-funksjon-parametre-begrep,del1,
skrive-om-asinx-bcosx-til-amplitude-fase-form,ferdighet,Trigonometri: funksjoner og identiteter,Skrive om a·sin(cx)+b·cos(cx) til amplitude-fase-form,"Eleven kan skrive om et uttrykk a·sin(cx)+b·cos(cx) til formen R·sin(cx+φ), ved å bestemme amplituden R=√(a²+b²) og fasevinkelen φ.",amplitude-fase-omskriving-begrep,del1,"Gi eleven et uttrykk på formen a·sin(cx)+b·cos(cx) (f.eks. 3sin(2x)+√3cos(2x)), og be dem skrive det om til formen R·sin(cx+φ)."
lose-trigonometrisk-likning-etter-omskriving-til-amplitude-fase-form,ferdighet,Trigonometri: funksjoner og identiteter,Løse en trigonometrisk likning etter omskriving til amplitude-fase-form,"Eleven kan løse en likning som inneholder både sin(cx) og cos(cx) med ulikt fortegn eller en konstant på høyre side, ved først å skrive venstre side om til formen R·sin(cx+φ) og deretter løse den resulterende likningen på et gitt intervall.",skrive-om-asinx-bcosx-til-amplitude-fase-form;lose-enkel-trigonometrisk-likning,del1,"Gi eleven en likning som inneholder både sin(cx) og cos(cx) (f.eks. 3sin(2x)+√3cos(2x)=√3) på et gitt intervall, og be dem løse likningen ved først å skrive venstre side om til amplitude-fase-form."
regne-om-mellom-grader-og-radianer,ferdighet,Trigonometri: funksjoner og identiteter,Regne om en vinkel mellom grader og radianer,"Eleven kan regne om en vinkel fra grader til radianer eller omvendt, ved å bruke sammenhengen 180°=π radianer.",radianer-begrep,del1,"Gi eleven en vinkel i grader (f.eks. 80°) eller radianer, og be dem regne den om til den andre enheten."
bestemme-vinkel-fra-buelengde-og-radius,ferdighet,Trigonometri: funksjoner og identiteter,Bestemme en vinkel i radianer og grader fra buelengde og radius,"Eleven kan bestemme en vinkel i radianer når buelengden og radiusen i en sirkel er oppgitt, ved å bruke sammenhengen buelengde=r·v, og deretter regne om vinkelen til grader ved behov.",radianer-begrep;regne-om-mellom-grader-og-radianer,del1,"Gi eleven radiusen i en sirkel og buelengden til en vinkel med toppunkt i sentrum, og be dem bestemme vinkelen både i radianer og grader."
integrasjon-ved-delbroksoppspalting,ferdighet,Integrasjonsteknikker,Bestemme et integral ved delbrøksoppspalting,"Eleven kan integrere en rasjonal funksjon ved først å faktorisere nevneren og sette opp en delbrøksoppspalting, deretter bestemme konstantene i oppspaltingen og integrere hvert ledd for seg.",antiderivert-begrep,del1,"Gi eleven et integral av en rasjonal funksjon der nevneren kan faktoriseres i to førstegradsfaktorer (f.eks. ∫(2x-1)/(x²-x-6) dx), og be dem løse det ved delbrøksoppspalting."
finne-funksjon-fra-derivert-og-areal,ferdighet,Integrasjonsteknikker,Bestemme en funksjon fra dens deriverte og et oppgitt areal,"Eleven kan bestemme det fullstendige funksjonsuttrykket til f, gitt f'(x) og at et bestemt integral (areal) av f over et oppgitt intervall har en gitt verdi, ved å finne den generelle antideriverte og deretter bestemme integrasjonskonstanten ut fra arealbetingelsen.",finne-funksjon-fra-derivert-og-punkt;bestemt-integral-med-standardregler,del1,"Gi eleven uttrykket for f'(x) og opplysningen om at arealet mellom grafen til f, x-aksen og to gitte x-verdier har en oppgitt verdi, og be dem bestemme f(x)."
bestemme-ukjent-grense-i-integrallikning,ferdighet,Integral som grenseverdi og fundamentalteoremet,Bestemme en ukjent grense i en integrallikning,"Eleven kan bestemme en ukjent øvre grense x i en likning av typen ∫₀ˣ f(t)dt=k, ved å regne ut integralet som et uttrykk avhengig av x og løse den resulterende likningen for x.",fundamentalteorem-begrep,begge,"Gi eleven en likning der et bestemt integral med en ukjent øvre grense x er satt lik en oppgitt verdi (f.eks. ∫₀ˣ sin(πt+π/4)dt=0), og be dem bestemme x på et oppgitt intervall."
tolke-losning-av-integrallikning-i-kontekst,ferdighet,Integral som grenseverdi og fundamentalteoremet,Gi en praktisk tolkning av løsningen til en integrallikning,"Eleven kan, når integranden i en integrallikning har en praktisk tolkning (f.eks. en fart), forklare hva løsningen av likningen ∫₀ˣ f(t)dt=k betyr i den praktiske situasjonen.",bestemme-ukjent-grense-i-integrallikning,del1,"Be eleven gi en praktisk tolkning av løsningen til en integrallikning der integranden representerer en størrelse som fart, i konteksten oppgaven er gitt i."
gjennomsnittsverdi-med-integral-begrep,begrep,Integral som grenseverdi og fundamentalteoremet,Gjennomsnittsverdi av en funksjon som integral,"Eleven vet at gjennomsnittsverdien til en funksjon f over intervallet [0,x] kan uttrykkes som (1/x)∫₀ˣf(t)dt, og at dette generaliserer begrepet gjennomsnittsfart til andre størrelser som endrer seg kontinuerlig.",fundamentalteorem-begrep,del2,
beregne-gjennomsnittsverdi-med-integral,ferdighet,Integral som grenseverdi og fundamentalteoremet,Beregne gjennomsnittsverdien til en funksjon over et intervall ved hjelp av integral,"Eleven kan beregne gjennomsnittsverdien til en oppgitt funksjon over et gitt intervall [0,x], ved å regne ut (1/x) ganger det bestemte integralet av funksjonen fra 0 til x.",gjennomsnittsverdi-med-integral-begrep,del2,"Gi eleven en funksjon og formelen for gjennomsnittsverdi som et bestemt integral, og be dem beregne gjennomsnittsverdien over et gitt intervall."
bestemme-tidspunkt-fra-krav-til-gjennomsnittsverdi,ferdighet,Integral som grenseverdi og fundamentalteoremet,Bestemme et tidspunkt der gjennomsnittsverdien til en modell oppfyller et gitt krav,"Eleven kan bestemme det første tidspunktet der gjennomsnittsverdien til en periodisk modell blir lik en gitt verdi (ofte likevektslinja), ved å sette opp og løse den tilhørende integrallikningen.",gjennomsnittsverdi-med-integral-begrep;bestemme-ukjent-grense-i-integrallikning,del2,"Gi eleven en periodisk fartsmodell og be dem bestemme det første tidspunktet der gjennomsnittsfarten blir lik en gitt verdi."
beregne-tilbakelagt-strekning-med-integral,ferdighet,Integral som grenseverdi og fundamentalteoremet,Beregne tilbakelagt strekning fra en fartsfunksjon ved hjelp av integral,"Eleven kan beregne tilbakelagt strekning i et gitt tidsrom ved å regne ut det bestemte integralet av en oppgitt fartsfunksjon.",fundamentalteorem-begrep,del2,"Gi eleven en fartsfunksjon og et tidsintervall, og be dem beregne hvor langt objektet har beveget seg i løpet av dette tidsrommet."
tolke-kode-for-finmasket-tilnaerming-til-integral,ferdighet,Numerisk integrasjon,Gjenkjenne at en finmasket sum i kode tilnærmer et bestemt integral,"Eleven kan, gitt et program som summerer funksjonsverdier ganget med et svært lite steg dx over et intervall, gjenkjenne at koden beregner en tilnærming til et bestemt integral, og bestemme denne verdien ved å regne ut integralet eksakt for hånd.",venstre-hoyre-riemannsum-begrep;bestemt-integral-med-standardregler,del1,"Vis eleven et program som summerer funksjonsverdier ganget med et svært lite steg dx over et gitt intervall, og be dem bestemme (tilnærmet) hvilken verdi koden skriver ut, ved å regne ut det tilsvarende bestemte integralet for hånd."
vurdere-pastand-om-areal-mellom-grafer-med-parameter,ferdighet,Funksjonsdrøfting og omdreiningslegemer,Vurdere en påstand om at to områder mellom grafer er like store avhengig av en parameter,"Eleven kan vurdere en påstand om at to funksjoner med en parameter i uttrykket avgrenser to områder med likt areal for en gitt betingelse på parameteren, ved å undersøke skjæringspunktene og de tilhørende integralene.",areal-mellom-grafer,del2,"Gi eleven to funksjonsuttrykk der det ene inneholder en parameter a, og en påstand om at de avgrenser to like store områder når en gitt betingelse på a er oppfylt, og be dem avgjøre om påstanden er sann eller usann."
bestemme-volum-av-torus-ved-omdreining,ferdighet,Funksjonsdrøfting og omdreiningslegemer,Bestemme volumet av et omdreiningslegeme som oppstår ved å dreie en sirkel som ikke skjærer dreieaksen,"Eleven kan sette opp og regne ut (eventuelt bevise et oppgitt uttrykk for) volumet av omdreiningslegemet (en torus/ring) som oppstår når en sirkel med senter utenfor en akse dreies om denne aksen, ved å integrere differansen mellom kvadratet av høyre og venstre gren av sirkelen.",omdreiningslegeme-begrep,del2,"Gi eleven en sirkel med sentrum utenfor en akse, og be dem sette opp integralet og vise at volumet av omdreiningslegemet som oppstår ved å dreie sirkelen om aksen, blir det oppgitte uttrykket."
finne-tidspunkt-med-null-akselerasjon-og-tolke,ferdighet,Analyse av modeller med derivasjon og integrasjon,Bestemme når akselerasjonen til en fartsmodell er null og tolke svaret,"Eleven kan derivere en oppgitt fartsmodell for å finne akselerasjonen, bestemme når akselerasjonen er null, og tolke hva dette tidspunktet betyr for bevegelsen (f.eks. at farten momentant er størst eller mest stabil).",,del2,"Gi eleven en fartsmodell (f.eks. bygget opp av eksponentialledd), og be dem bestemme når akselerasjonen er null og forklare hva svaret forteller om bevegelsen."
bestemme-areal-av-trekant-med-kryssprodukt,ferdighet,Vektorer i rommet,Bestemme arealet av en trekant i rommet med kryssprodukt,"Eleven kan bestemme arealet av en trekant utspent av tre punkter i rommet, ved å sette opp to vektorer fra ett av hjørnene og regne ut halvparten av lengden til kryssproduktet mellom dem.",skalarprodukt-og-kryssprodukt-begrep,del1,"Gi eleven koordinatene til tre punkter i rommet som utgjør hjørnene i en trekant, og be dem bestemme arealet av trekanten ved hjelp av kryssprodukt."
avstand-punkt-til-linje-i-rommet,ferdighet,Vektorer i rommet,Bestemme avstanden fra et punkt til en linje i rommet,"Eleven kan bestemme den korteste avstanden fra et gitt punkt til en linje i rommet gjennom to andre punkter, for eksempel ved å bruke kryssproduktet mellom en retningsvektor for linja og vektoren fra linja til punktet.",skalarprodukt-og-kryssprodukt-begrep;parameterframstilling-linje-begrep,del1,"Gi eleven to punkter som definerer en linje, og et tredje punkt utenfor linja, og be dem bestemme avstanden fra det tredje punktet til linja."
bestemme-linje-parallell-med-plan-som-skjaerer-akse,ferdighet,Vektorer i rommet,Bestemme en linje som er parallell med et plan og finne der den skjærer en akse,"Eleven kan bestemme en parameterframstilling for en linje som går gjennom et gitt punkt og er parallell med et gitt plan (retningsvektoren står normalt på planets normalvektor), og bruke dette til å finne det ukjente punktet der linja skjærer en koordinatakse.",planlikning-begrep;skalarprodukt-og-kryssprodukt-begrep;bestemme-parameterframstilling-for-linje,del1,"Gi eleven et punkt og et plan, og be dem bestemme en linje gjennom punktet som er parallell med planet og skjærer en gitt koordinatakse, samt koordinatene til skjæringspunktet."
vurdere-pastand-om-plan-fra-tre-punkt,ferdighet,Vektorer i rommet,Vurdere en påstand om at et plan alltid er bestemt av tre punkter,"Eleven kan vurdere og avgjøre om påstanden «likningen til et plan kan alltid bestemmes av tre punkter» er sann eller usann, med begrunnelse som peker på unntaket der de tre punktene ligger på en felles linje.",bestemme-normalvektor-med-kryssprodukt,del2,"Presenter påstanden om at et plan alltid kan bestemmes av tre punkter, og be eleven avgjøre om påstanden er sann eller usann, med begrunnelse."
avgjore-om-vinkel-er-stump-med-skalarprodukt,ferdighet,Vektorer i rommet,Avgjøre om en vinkel i en trekant i rommet er stump ved hjelp av skalarprodukt,"Eleven kan avgjøre om noen av vinklene i en trekant utspent av tre punkter i rommet er større enn 90°, ved å regne ut skalarproduktet mellom vektorene som møtes i hvert hjørne og se på fortegnet.",skalarprodukt-og-kryssprodukt-begrep,del1,"Gi eleven koordinatene til tre punkter som utgjør hjørnene i en trekant i rommet, og be dem avgjøre om noen av vinklene er større enn 90°, med begrunnelse."
avgjore-om-linje-skjaerer-avgrenset-planfigur,ferdighet,Vektorer i rommet,Avgjøre om en linje treffer et avgrenset område i et plan,"Eleven kan avgjøre om en gitt linje treffer et avgrenset område i et plan (f.eks. en trekant), ved å undersøke om linja er parallell med planet, eventuelt finne skjæringspunktet mellom linja og planet og vurdere om punktet ligger innenfor det avgrensede området.",planlikning-begrep;avgjore-om-punkt-ligger-i-plan;bestemme-parameterframstilling-for-linje,del1,"Gi eleven en linje gjennom to punkter og et avgrenset område i et plan (f.eks. en trekant med kjente hjørner), og be dem vise at linja aldri treffer området."
bestemme-punkt-pa-linje-fra-avstandsbetingelse,ferdighet,Parameterframstilling og kinematikk,Bestemme et punkt på en gitt linje ut fra en avstandsbetingelse,"Eleven kan, når et punkt er kjent for å ligge på en gitt parametrisert linje, bestemme koordinatene til punktet ved å bruke en oppgitt avstand fra et annet, kjent punkt, som gir en likning i parameteren.",parameterframstilling-linje-begrep,del1,"Gi eleven en parameterframstilling for en linje som et punkt T ligger på, samt avstanden fra et annet kjent punkt til T, og be dem bestemme koordinatene til T."
bruke-antakelser-til-a-tolke-parameterframstilling-praktisk,ferdighet,Parameterframstilling og kinematikk,Gjøre og begrunne modellantakelser for å svare på et praktisk spørsmål fra en parameterframstilling,"Eleven kan, ut fra en parameterframstilling som modellerer en praktisk, periodisk bevegelse (f.eks. en bil i en spiralformet rampe), gjøre og eksplisitt begrunne nødvendige antakelser (f.eks. hva som definerer én runde eller én etasje) for å svare på et praktisk spørsmål som ikke er direkte gitt av modellen alene.",bestemme-posisjon-i-rommet,del2,"Gi eleven en parameterframstilling som modellerer en praktisk, periodisk bevegelse, og be dem gjøre nødvendige antakelser for å svare på et praktisk spørsmål (f.eks. avstanden mellom etasjer i et parkeringshus) som krever mer enn å lese rett av modellen."
