id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
hente-og-bruke-tall-fra-kilde,ferdighet,Måleenheter og praktisk regning,Hente ut og bruke tall fra en kildetekst,"Eleven kan hente ut relevante tall og opplysninger fra en kort kildetekst (f.eks. en nyhetsartikkel eller et produktoppslag) og bruke dem i en enkel beregning.",,del2,"Gi eleven et kort utdrag fra en artikkel eller et nettoppslag med noen tallopplysninger (f.eks. antall deltakere og total tilbakelagt distanse i et turprosjekt), og be dem bruke opplysningene til å regne ut en avledet størrelse (f.eks. gjennomsnittlig distanse per deltaker)."
regne-med-antakelser-apen-oppgave,ferdighet,Måleenheter og praktisk regning,Gjøre og bruke antakelser i en åpen praktisk oppgave,"Eleven kan gjøre rimelige, eksplisitte antakelser i en åpen praktisk oppgave der ikke all nødvendig informasjon er oppgitt (f.eks. antall skoledager i en måned), og bruke antakelsene videre i beregningen.",,del2,"Gi eleven en åpen praktisk oppgave der noe nødvendig informasjon mangler (f.eks. sammenligne kostnaden ved å kjøpe niste versus kjøpe mat i kantina over en måned), og be dem eksplisitt skrive opp hvilke antakelser de gjør (f.eks. antall skoledager, mengde per porsjon) før de regner ut svaret."
sammenligne-lineaere-tilbud,ferdighet,Lineære modeller og funksjoner,Sammenligne to eller flere lineære tilbud og gi et råd,"Eleven kan sette opp lineære modeller for to eller flere ulike tilbud eller avtaler ut fra en tekst, sammenligne dem (f.eks. finne skjæringspunktet), og gi et grunngitt råd om hvilket tilbud som lønner seg i ulike situasjoner.",sette-opp-lineaer-modell-tekst;skjaeringspunkt-begrep,del2,"Gi eleven to (eller flere) ulike tilbud beskrevet med tekst (f.eks. provisjonslønn mot fast lønn pluss tillegg per solgt enhet, eller ulike lønnstrinn hos ulike bedrifter), og be dem sette opp en lineær modell for hvert tilbud, sammenligne dem og gi et grunngitt råd om hvilket tilbud som lønner seg avhengig av situasjonen. Bruk gjerne digitalt verktøy til å finne skjæringspunktet."
beskrive-rekursivt-monster-tallfolge,ferdighet,Lineære modeller og funksjoner,Beskrive et rekursivt mønster i en tallfølge og argumentere for en egenskap,"Eleven kan beskrive et rekursivt mønster i en tallfølge (hvordan hvert ledd bygger på det forrige leddet), uten nødvendigvis å finne en eksplisitt formel for ledd n, og argumentere logisk for en egenskap ved leddene (f.eks. at de alltid er oddetall).",tallfolge-monster,del2,"Gi eleven de første leddene i en tallfølge (f.eks. 2, 5, 11, 23, 47, ...) og be dem beskrive et rekursivt mønster (hvordan man kommer fra ett ledd til det neste), samt argumentere logisk for at alle ledd (bortsett fra eventuelt det første) har en bestemt egenskap, f.eks. at de er oddetall."
vise-at-modell-passer-data,ferdighet,Ikke-lineære funksjoner og modellering,Vise at en oppgitt modell passer med en tabell av data,"Eleven kan sette verdier fra en tabell inn i en oppgitt modell og sammenligne resultatene med tabellverdiene, for å vise at modellen er en god tilnærming til dataene.",funksjonsbegrep-generelt,del2,"Gi eleven en tabell med sammenhørende data (f.eks. antall registrerte tilfeller av en sykdom over tid) og en oppgitt modell (eksponentiell, potens- eller kvadratisk), og be dem sette inn noen av x-verdiene fra tabellen i modellen og sammenligne de beregnede verdiene med tabellverdiene, som en dokumentasjon på at modellen er god. Håndholdt kalkulator kan brukes til utregningen."
tolke-eksponentiell-modell-parametre,ferdighet,Ikke-lineære funksjoner og modellering,Tolke parametrene i en eksponentiell modell,"Eleven kan gi en praktisk tolkning av tallene a og b i en eksponentiell modell f(x) = a·b^x, altså startverdien og vekstfaktoren, i konteksten oppgaven er gitt i.",eksponentiell-modell-begrep;vekstfaktor-fra-prosent,begge,"Gi eleven en eksponentiell modell f(x) = a·b^x fra en praktisk kontekst (f.eks. sparepenger som vokser med fast prosent per år), og be dem forklare hva tallet a og tallet b forteller i konteksten, uten å regne ut spesifikke funksjonsverdier."
sekant-stigningstall-ikke-lineaer,ferdighet,Ikke-lineære funksjoner og modellering,Finne og tolke gjennomsnittlig endringsrate mellom to punkter på en ikke-lineær graf,"Eleven kan bestemme stigningstallet til den rette linjen (sekanten) gjennom to punkter på en ikke-lineær graf, og gi en praktisk tolkning av svaret som en gjennomsnittlig endringsrate over det aktuelle intervallet.",funksjonsbegrep-generelt;stigningstall-fra-graf;graf-begrep,begge,"Gi eleven en ikke-lineær modell (eksponentiell, potens- eller kvadratisk) og to x-verdier, og be dem bestemme stigningstallet til den rette linjen gjennom de to tilhørende punktene på grafen, og forklare hva svaret betyr praktisk (som en gjennomsnittlig endring per tidsenhet i intervallet). Kan også gis som et kort program som regner ut (f(slutt)-f(start))/(slutt-start) - be eleven da forklare hva den utskrevne verdien forteller."
vurdere-gyldighetsomrade-modell,ferdighet,Ikke-lineære funksjoner og modellering,Vurdere gyldighetsområdet til en modell,"Eleven kan vurdere og begrunne hvilket definisjonsområde (gyldighetsområde) som er praktisk fornuftig for en matematisk modell, ut fra den praktiske situasjonen modellen beskriver.",optimere-med-graf,del2,"Gi eleven en modell satt opp fra en praktisk situasjon med en klar fysisk begrensning (f.eks. lengden på siden i et kvadrat som skjæres bort må være mindre enn halve den korteste siden i et rektangel), og be dem argumentere for hvilket intervall av x-verdier som er praktisk meningsfulle for modellen (gyldighetsområdet), ikke bare hva som er matematisk mulig."
kombinere-to-modeller-sammensatt,ferdighet,Ikke-lineære funksjoner og modellering,Kombinere to modeller for å svare på et sammensatt spørsmål,"Eleven kan bruke resultatet fra én modell som inndata i en annen modell (sammensatte modeller), for å svare på et praktisk spørsmål som involverer begge sammenhengene.",bestemme-potensmodell-fra-tabell;sette-opp-eksponentiell-modell,del2,"Gi eleven to sammenhengende modeller (f.eks. én modell for hvordan lufttrykket avtar med høyde over havet, og én modell for hvordan kokepunktet for vann avhenger av lufttrykket), sammen med en praktisk grense (f.eks. en minste temperatur for at et egg skal bli hardkokt), og be dem kombinere modellene til å finne svaret på et sammensatt spørsmål (f.eks. hvor høyt over havet det fortsatt er mulig å få hardkokte egg)."
vekstfaktor-begrep,begrep,Prosent og vekstfaktor,Vekstfaktor,Eleven vet at vekstfaktoren er tallet man multipliserer en verdi med for å finne verdien etter en prosentvis endring.,prosent-grunnbegrep,begge,
matematisk-modell-begrep,begrep,Ikke-lineære funksjoner og modellering,Matematisk modell,"Eleven vet at en matematisk modell er en formel eller funksjon som representerer en praktisk situasjon, og at modellen som regel bare er gyldig innenfor et bestemt gyldighetsområde.",funksjonsbegrep-generelt,begge,
graf-begrep,begrep,Ikke-lineære funksjoner og modellering,Graf,"Eleven vet at grafen til en funksjon er den visuelle framstillingen av sammenhengen mellom x- og y-verdier i et koordinatsystem, og kan lese av verdier fra grafen.",funksjonsbegrep-generelt,begge,
likning-begrep,begrep,Lineære modeller og funksjoner,Likning,"Eleven vet at en likning er en påstand om at to uttrykk er like store, og at å løse likningen betyr å finne den eller de ukjente verdiene som gjør påstanden sann.",,begge,
skjaeringspunkt-begrep,begrep,Ikke-lineære funksjoner og modellering,Skjæringspunkt,"Eleven vet at skjæringspunktet mellom to grafer er punktet der de har samme x-verdi og samme y-verdi, og at det svarer til løsningen av likningen man får når de to uttrykkene settes like store.",graf-begrep,begge,
grunntall-eksponent-begrep,begrep,"Tall, potenser og standardform",Grunntall og eksponent,"Eleven vet at en potens består av et grunntall og en eksponent, og at eksponenten forteller hvor mange ganger grunntallet multipliseres med seg selv.",,del1,
